t,xPred,yPred,headPred,xPrey,yPrey
0.002,2.3100236536017,3.03341331974697,2.488006984566,0.073553264378807,2.68962688445717
0.004,2.30884087813117,3.03462437093353,2.48774209510017,0.0734828366185149,2.68950738861674
0.006,2.30765097053952,3.03570063369654,2.48746680681867,0.0734122044034658,2.68938754889611
0.008,2.30644395152298,3.03649726716691,2.48715240668612,0.0733407708362162,2.68926612873866
0.01,2.30521260461245,3.03698208466346,2.48674308980419,0.0732675522979577,2.68914112515731
0.012,2.30396029595007,3.037250465312,2.48616783715299,0.0731915720409778,2.68901088401356
0.014,2.30270070970329,3.03747033906773,2.48534770627875,0.0731122540120914,2.68887441631577
0.016,2.3014330168139,3.03771509643513,2.48420604561852,0.0730295095844315,2.68873144975214
0.018,2.30014179770628,3.0379563838762,2.48269324542457,0.0729437478515089,2.68858248263714
0.02,2.29881349400291,3.03829348959626,2.48083213026855,0.0728558863551111,2.68842884037528
0.022,2.29746124089812,3.03914270396513,2.47871438950286,0.0727672084729766,2.68827286763708
0.024,2.29607583714731,3.04067208379163,2.47651483357521,0.0726787983390031,2.68811798891952
0.026,2.29461804615796,3.04265580495147,2.47452963620564,0.0725915523266256,2.68796690241961
0.028,2.29302760483649,3.04466469487451,2.47320617622301,0.0725062289315756,2.68782164106018
0.03,2.29123272361624,3.04636213240478,2.47315227455768,0.0724234600763394,2.68768376545675
0.032,2.2891686878509,3.04760132394115,2.47506316999984,0.0723437621678796,2.68755442121823
0.034,2.28680600513995,3.0485312650634,2.47971241837105,0.0722675468263824,2.68743439335627
0.036,2.2841061830586,3.04904435946712,2.48794427563535,0.0721951312177918,2.68732415734697
0.038,2.28102060148356,3.04878758281323,2.50063077531832,0.0721267479364957,2.68722392653147
0.04,2.27750803865717,3.04734574619335,2.51859816903885,0.0720625543967948,2.68713369566423
0.042,2.27355468595928,3.04433055990962,2.54253963737238,0.0720026417027722,2.68705328052195
0.044,2.26918866618917,3.03950634254443,2.57287792370398,0.0719470429759437,2.68698235357261
0.046,2.26447266826664,3.03264799567543,2.60969680283618,0.0718957411286889,2.68692047577494
0.048,2.25951567628626,3.02373138559794,2.65276757088424,0.0718486760789968,2.68686712463583
0.05,2.25446222253778,3.01294898867673,2.70161051558702,0.0718057514085863,2.68682171869721
