t,xPred,yPred,headPred,xPrey,yPrey
0.0333667,0.924136280576703,1.01629136844917,0.29943692102638,0.527817823076923,0.611130697692308
0.0667334,0.92467303650251,1.01642006859014,0.292941057680412,0.523640950922737,0.608090369669176
0.1001001,0.925426541207374,1.0163718647837,0.286351059578305,0.51967987004153,0.604927032803489
0.1334668,0.92642427478122,1.01620025874137,0.280582679658886,0.517988857172522,0.603754537716778
0.1668335,0.927543229787553,1.01593332047627,0.274589646989908,0.514334128911961,0.600621608948798
0.2002002,0.928462734830162,1.01575992913866,0.271094826173187,0.510244238087901,0.597150288764957
0.2335669,0.929408857786905,1.01556870313458,0.266262745395734,0.506190091196626,0.593603944115398
0.2669336,0.930435544640052,1.01534405864722,0.260065587129263,0.502581739296008,0.589956260572881
0.3003003,0.931428582037915,1.01511428193594,0.253519126243491,0.499556328908732,0.586257175762486
0.333667,0.932429674864207,1.01491368501352,0.246248003167163,0.497139677097875,0.582572217047473
0.3670337,0.93341655869619,1.01471613133301,0.240175991110279,0.494594727853431,0.578093650647473
0.4004004,0.934370838889877,1.01455952000834,0.232594209816959,0.49249647060296,0.573489427671955
0.4337671,0.9352921815991,1.01446751746541,0.226894780311443,0.491063489563533,0.569022849481991
0.4671338,0.936199097130026,1.0143853001823,0.220462033978306,0.491125221722522,0.565481605116884
0.5005005,0.937178886974964,1.01434571405063,0.216216400012615,0.491803253773329,0.561764862812037
0.5338672,0.938209698420273,1.01430705460099,0.212213459042709,0.49297573996133,0.557933782931162
0.5672339,0.939200741283961,1.01429804346275,0.208952088249732,0.494324003949318,0.554042603269501
0.6006006,0.940279414231009,1.01427476781074,0.203924716556412,0.495559215074714,0.550167952321232
0.6339673,0.941420142843519,1.01429412337784,0.200964074352659,0.496670608702165,0.546135720785284
0.667334,0.942589494011462,1.01430801300703,0.196371559485267,0.497623256853713,0.542218940251466
0.7007007,0.943708808263141,1.01430542581255,0.188300495784906,0.498471055607452,0.538262744272735
0.7340674,0.944811374417185,1.01432650175462,0.182866313154018,0.499246787802213,0.534307543446668
0.7674341,0.945904571040706,1.01434275213084,0.174833308809045,0.499959096237284,0.530337989595389
0.8008008,0.946970920672704,1.0143540387244,0.172536274007909,0.500584084937219,0.526494411424215
0.8341675,0.947956798281618,1.01436379439593,0.165753487814388,0.501160932180017,0.522559971259606
0.8675342,0.948992863523518,1.01439536003952,0.164039956644153,0.501685753085141,0.518673530609175
0.9009009,0.949947310258643,1.01444026106647,0.157276014438505,0.502188784722621,0.514721610145662
0.9342676,0.950811452453165,1.01447022983819,0.152151563859621,0.502613220187311,0.51076197874123
0.9676343,0.951576424569491,1.01450741863681,0.143942673711391,0.503023045434796,0.506736407317562
1.001001,0.952385881765621,1.0145657100773,0.134293016696482,0.503348571437523,0.502686235904104
1.0343677,0.953174016434845,1.01465351873332,0.126095378989633,0.503653443183665,0.497846162049041
1.0677344,0.953991010600699,1.01472241082032,0.117823341021118,0.503901321090039,0.492398368462231
1.1011011,0.954791634984174,1.01479184224025,0.106705369619351,0.504098151544133,0.486596362839875
1.1344678,0.955662812240084,1.01483854950702,0.0959632342521193,0.504318804947634,0.480758377482284
1.1678345,0.956448215635276,1.01481202218641,0.088025901152207,0.504491033661,0.474704893847559
1.2012012,0.957231928751736,1.01471672943001,0.0761872516959359,0.504702485874253,0.468449965769323
1.2345679,0.958091664882728,1.01463160548393,0.0656302403630903,0.504979680147998,0.462344482105969
1.2679346,0.959004619776234,1.01452566542478,0.14791821016462,0.505282014077176,0.455907631746009
1.3013013,0.959919910844896,1.01438647469134,0.143856700625996,0.505664221061198,0.449284122580295
1.334668,0.960864594658642,1.01419219707829,0.136588600531641,0.506082432324219,0.44285671969401
1.3680347,0.961768586812056,1.01395759564372,0.126911638859781,0.506666148470052,0.436787020909288
1.4014014,0.962703936414816,1.01374544015648,0.1206348416331,0.507345371017795,0.430897063986545
1.4347681,0.963634660275087,1.01354391404611,0.112490097857941,0.508099337706163,0.425119223274739
1.4681348,0.964637811757968,1.01338634052468,0.112221029423107,0.50903304625651,0.419458244433594
1.5015015,0.965704342721131,1.01331496399053,0.106635583928094,0.510036160080295,0.413989464811198
1.5348682,0.96676000444071,1.0132339869227,0.0938617916470145,0.511087323708767,0.408381874641927
1.5682349,0.9678369019717,1.01320120977253,0.0831835924099445,0.512079759798177,0.402961144824219
1.6016016,0.968954570555677,1.01318424561387,0.0740056411508724,0.513050840418837,0.397705919889323
1.6349683,0.970115424025938,1.01317893136332,0.0656696463303263,0.514139376117622,0.392968565071615
1.668335,0.971329280902741,1.01322630434741,0.0562545911144417,0.515195878613281,0.388476798144531
1.7017017,0.972545473229257,1.01320427181448,0.0419177319754969,0.516326532042101,0.384158841004774
1.7350684,0.973735592598623,1.01317116207818,0.029179906785502,0.517462524338108,0.37996367781033
1.7684351,0.974960200657783,1.01316501997441,0.0142945242532979,0.518614533235677,0.375880630826823
1.8018018,0.976158096571839,1.01313589419756,0.0014983036144729,0.519846625141059,0.371594706890191
1.8351685,0.977352791922949,1.01309920879961,-0.0164673297597533,0.521116089116753,0.367506321039497
1.8685352,0.978559014581628,1.01305722328947,-0.026567740376438,0.522577752311198,0.363588778938802
1.9019019,0.97975752170695,1.0130252754993,-0.0407748546530151,0.524188903786892,0.359671236838108
1.9352686,0.980943575468126,1.01298507127056,-0.0580111954123221,0.525719972254774,0.355945893956163
1.9686353,0.982144975512667,1.0129423597569,-0.0710969511042761,0.527427223339844,0.352263262011719
2.002002,0.983358946997773,1.01292028090948,-0.0831326370168037,0.529135660839844,0.348744948535156
2.0353687,0.9845697664113,1.01291643839375,-0.0935211602650286,0.531004264355469,0.345135874316406
2.0687354,0.985723836795345,1.01287864360966,-0.103275389460365,0.533027695019531,0.341548155566406
2.1021021,0.986906547406057,1.01282832055817,-0.113555437193549,0.535115192089844,0.338056536425781
2.1354688,0.988079679530272,1.01278495228837,-0.122226932365186,0.537277433300781,0.334580933886719
2.1688355,0.989253000155223,1.01272357340331,-0.138233334137001,0.539514418652344,0.331089314746094
2.2022022,0.990405333316099,1.01261714848904,-0.149832338389499,0.541895553417969,0.327597695605469
2.2355689,0.991500558830328,1.01249173364066,-0.164338742034627,0.544357957606337,0.323909724793837
2.2689356,0.992568695523477,1.01237088876534,-0.17852496148405,0.54680968406033,0.320141670974392
2.3023023,0.993611660388696,1.01225267391004,-0.187993894151203,0.549362848990885,0.316229467740885
2.335669,0.99462993636427,1.01212021174619,-0.19845989465591,0.551873302983941,0.312375992046441
2.3690357,0.995658875027429,1.01199558546784,-0.209509690141769,0.554250285297309,0.308618615961372
2.4024024,0.996636826882331,1.01185794938149,-0.219892270648214,0.556531168001302,0.30499471155599
2.4357691,0.997550733074449,1.01169090788421,-0.226927025596166,0.55875866203342,0.30119462453342
2.4691358,0.99840085134325,1.01151443692109,-0.239478945790778,0.561082255674913,0.297010139073351
2.5025025,0.999191877377467,1.01130396914332,-0.250577170172411,0.563512626660156,0.292697520800781
2.5358692,1.00000124800698,1.0110964729172,-0.262629102703157,0.566384937207031,0.288186178027344
2.5692359,1.00077740208362,1.01085162721582,-0.273410965553773,0.569260806998698,0.283701529589844
2.6026026,1.00151708810451,1.01057433761502,-0.285064516790111,0.572344892610677,0.279110103808594
2.6359693,1.00223289838852,1.01030343667837,-0.296503966469674,0.575605160839844,0.274491983691406
2.669336,1.00291480857005,1.01003068771093,-0.305556910255611,0.579105678092448,0.269628275683594
2.7027027,1.00367843356429,1.00975504339483,-0.317506348448995,0.582931866243489,0.264470929980469
2.7360694,1.00435726621714,1.00948499961648,-0.330102409805666,0.587169147167969,0.259137401660156
2.7694361,1.00498275213654,1.00917557751168,-0.337646295821254,0.591369056022135,0.254113527636719
2.8028028,1.00567191772649,1.00893521655183,-0.354188325633782,0.595472865266927,0.249249819628906
2.8361695,1.0062586571917,1.00865911267708,-0.366628147532457,0.599331086621094,0.244540938769531
2.8695362,1.00686532662213,1.00839156296777,-0.382870882127483,0.603212443066406,0.239810702441406
2.9029029,1.00749493560939,1.00816593687381,-0.394265720004834,0.606912278027344,0.235224615527344
2.9362696,1.00816292186891,1.00792991096387,-0.402090460925187,0.610670840527344,0.230435651660156
2.9696363,1.00884813085177,1.00766702718052,-0.410721042032066,0.614444826421441,0.225678720996094
3.003003,1.0094468956199,1.00739923829724,-0.421689910780295,0.618234828917101,0.220905773730469
3.0363697,1.01013705002565,1.00711831364485,-0.432143676688762,0.621757888053385,0.216426464160156
3.0697364,1.01090724873842,1.00685615515575,-0.444473541552347,0.625328996994358,0.212000543261719
3.1031031,1.01165323894258,1.00650883831525,-0.454855157193643,0.629118999490017,0.207398439746094
3.1364698,1.01248626572738,1.0061962034703,-0.474703735816655,0.633069168001302,0.202678881152344
3.1698365,1.013304842521,1.00582258561192,-0.481965422573924,0.637174163661024,0.197916611621094
3.2032032,1.01407794846392,1.00542769450587,-0.491450551464788,0.641327209125434,0.193197053027344
3.2365699,1.01487481132004,1.0049929884835,-0.500221166533803,0.64589905906033,0.188492324620226
3.2699366,1.01561977842641,1.00454467741806,-0.504070872321148,0.650588957280816,0.183808951681858
3.3033033,1.0163508685818,1.00409166873648,-0.517777277047689,0.65517741702474,0.179499299446615
3.33667,1.01706764104541,1.003636028498,-0.527982579692672,0.659840620909288,0.175173630609809
3.3700367,1.01771619742394,1.0031712093277,-0.536093583463996,0.664685346278212,0.170719828960503
3.4034034,1.01832748721269,1.00271499403815,-0.542560065339052,0.669588799186198,0.166233994108073
3.4367701,1.01891504614561,1.00223063078445,-0.547154742146088,0.674369458148872,0.161828242263455
3.4701368,1.01946816673945,1.00177313942088,-0.553604095090632,0.679363671799045,0.157182241395399
3.5035035,1.02002683476462,1.00131757263733,-0.561369629358401,0.684528729199219,0.152530901660156
3.5368702,1.02050937856383,1.00086216328494,-0.569847238527411,0.689427436447483,0.148037355110677
3.5702369,1.02099702500374,1.00040509073414,-0.574006651257566,0.694230044086371,0.143805413053385
3.6036036,1.02149327407249,0.99993912228117,-0.583686899429209,0.69916078453776,0.139562793261719
3.6369703,1.02199733489232,0.999435629830766,-0.591215167356182,0.704262368739149,0.135330851204427
3.670337,1.02253521919994,0.998922644562977,-0.59913458890334,0.709326580870226,0.131200347623698
3.7037037,1.02304943276422,0.998445272540909,-0.605799138031371,0.714284015657552,0.127342126269531
3.7370704,1.0235496321891,0.997950590117582,-0.608544744711781,0.719374922124566,0.123724153938802
3.7704371,1.02400452580219,0.997465537170426,-0.620601102427432,0.724227359190538,0.12048346155599
3.8038038,1.02444377752651,0.996952685444721,-0.620932019625629,0.729117168326823,0.117290818977865
3.8371705,1.02488997747738,0.99644053902985,-0.624314489812635,0.733950622753906,0.114251223925781
3.8705372,1.02537331206099,0.995895814381822,-0.627015638214953,0.738575861360677,0.111339761686198
3.9039039,1.02585576279258,0.995323136672963,-0.634425241771607,0.743142372428385,0.10854575452474
3.9372706,1.02634164050198,0.994781348357975,-0.640878078676728,0.747564734082031,0.105879880175781
3.9706373,1.02684607876627,0.994242186136593,-0.648329210835862,0.751794896516927,0.103459593717448
4.004004,1.0273614861102,0.993662945849407,-0.654230088931719,0.755870231803385,0.101183456673177
4.0373707,1.02786954135555,0.993086101319617,-0.661648905343687,0.760109885557726,0.098808253982205
4.0707374,1.02841311311833,0.992514624825843,-0.666840131720104,0.76443318156467,0.0964134754448786
4.1041041,1.02892453549779,0.991888181112625,-0.672828407828243,0.768585633821615,0.0941201353841147
4.1374708,1.02943134530886,0.99125071023623,-0.680260430805914,0.772967657367622,0.0917894232530383
4.1708375,1.02992044170314,0.990628076904385,-0.685777365420544,0.777413747319878,0.0892825285047744
