2015-01-13-exp014-clean
t,xPred,yPred,xPrey,yPrey
15.8583333333333,1427.9553,304.9893,915.9386,674.6678
15.8666666666667,1426.115,306.2567,914.6465,674.4634
15.875,1417.4427,306.9076,912.1113,675.9681
15.8833333333333,1414.2089,309.1123,911.4407,676.696
15.8916666666667,1410.3536,310.3847,909.9932,676.9577
15.9,1408.3629,314.2987,908.0796,678.1518
15.9083333333333,1405.7507,317.7465,906.166,678.8796
15.9166666666667,1403.1385,323.059,904.874,680.0736
15.925,1400.0601,325.7299,904.2034,680.4908
15.9333333333333,1396.8263,330.887,902.1344,681.5342
15.9416666666667,1393.9033,333.2471,901.0883,682.1233
15.95,1392.068,335.2965,898.4067,683.0355
15.9583333333333,1387.4357,338.8997,896.8328,684.7737
15.9666666666667,1384.3573,342.3475,896.0069,685.5016
15.975,1380.502,344.5522,894.404,685.9236
15.9833333333333,1376.4913,348,893.4226,687.273
15.9916666666667,1371.859,350.3551,891.509,687.6901
16,1368.4698,354.1137,890.0663,688.1072
16.0083333333333,1364.1483,357.7169,888.7742,688.5243
16.0166666666667,1361.6915,359.9216,886.0836,689.1016
16.025,1358.1469,361.971,886.0346,689.2079
16.0333333333333,1356.6224,365.4138,884.996,689.4124
16.0416666666667,1352.7671,367.7739,883.0824,689.8296
16.05,1350.621,371.6879,881.4795,689.7805
16.0583333333333,1346.6103,376.5342,879.8815,689.4207
16.0666666666667,1342.5996,379.5159,877.5017,689.8378
16.075,1338.5889,382.8083,875.9037,690.721
16.0833333333333,1334.5782,387.9654,875.5439,691.6042
16.0916666666667,1329.7906,390.4759,874.2518,693.1089
16.1,1328.1107,393.3022,873.1151,694.6136
16.1083333333333,1323.7892,396.1285,871.823,695.4968
16.1166666666667,1321.177,397.2455,870.3755,695.9187
16.125,1319.4971,399.6056,868.928,696.9573
16.1333333333333,1313.311,406.6273,867.7913,697.3744
16.1416666666667,1308.5234,410.0751,866.8099,698.413
16.15,1306.3773,414.9214,865.9839,698.5193
16.1583333333333,1303.1435,418.8354,864.381,697.6982
16.1666666666667,1303.0174,417.9324,861.9591,697.5956
16.175,1299.3125,415.4756,859.4554,699.0393
16.1833333333333,1294.0587,421.2542,858.5478,699.9963
16.1916666666667,1290.048,423.6143,858.0816,699.8409
16.2,1287.9019,430.6311,855.5191,701.3182
16.2083333333333,1282.3373,434.2343,855.1047,702.1469
16.2166666666667,1277.8604,437.8375,854.254,702.1249
16.225,1274.4712,438.333,853.6105,703.5531
16.2333333333333,1271.7036,440.5377,852.3455,704.7742
16.2416666666667,1267.6929,443.364,850.6661,705.7881
16.25,1263.8376,446.6564,848.9868,707.0092
16.2583333333333,1260.293,449.4827,847.3868,707.6012
16.2666666666667,1258.1469,455.8829,846.2872,708.1757
16.275,1256.9331,459.02,845.734,707.3224
16.2833333333333,1254.6316,461.3751,843.8743,707.408
16.2916666666667,1252.0194,462.4921,843.0484,708.7575
16.3,1248.3145,465.163,841.3342,709.4839
16.3083333333333,1244.9253,466.5908,839.5255,709.6174
16.3166666666667,1241.07,468.174,838.4451,710.2364
16.325,1236.9039,472.7095,837.2357,711.7529
16.3333333333333,1233.6701,479.7312,836.0209,711.7672
16.3416666666667,1229.8148,482.8683,833.9867,713.6934
16.35,1225.0272,485.6946,833.1816,714.1228
16.3583333333333,1222.5653,487.744,832.2399,715.6393
16.3666666666667,1219.0207,494.9211,831.1616,715.9322
16.375,1214.6942,497.2812,830.0833,717.1755
16.3833333333333,1211.6158,499.1752,828.5953,717.8726
16.3916666666667,1208.0712,501.0692,827.7956,718.0234
16.4,1203.2836,504.517,826.7173,718.9936
16.4083333333333,1201.1375,506.1002,825.3659,718.5982
16.4166666666667,1198.2145,508.7711,824.9759,719.5739
16.425,1198.2438,510.6651,823.0783,720.4075
16.4333333333333,1194.2331,511.4714,822.1366,720.1541
16.4416666666667,1191.4655,513.6761,820.6486,721.2609
16.45,1187.6102,517.4347,819.0295,722.2311
16.4583333333333,1183.4441,521.0379,817.9512,723.611
16.4666666666667,1179.278,526.6561,817.1461,723.6307
16.475,1175.4227,529.4824,815.9313,725.0161
16.4833333333333,1173.1212,532.3087,815.3992,725.9918
16.4916666666667,1169.8874,534.8242,814.2925,726.2452
16.5,1167.5859,539.3597,813.5077,727.1675
16.5083333333333,1164.0413,540.7875,811.6985,726.8949
16.5166666666667,1161.2687,543.303,809.8894,728.4999
16.525,1158.0349,543.6431,809.2753,729.0852
16.5333333333333,1154.7961,545.5371,808.3197,730.1781
16.5416666666667,1152.8054,547.1203,807.8763,730.5882
16.55,1150.8147,548.3927,806.5793,731.6812
16.5583333333333,1146.0271,551.9959,805.1118,732.4326
16.5666666666667,1142.4775,554.8172,804.327,732.672
16.575,1139.2437,559.1973,803.5422,732.3994
16.5833333333333,1136.1653,561.5574,802.2452,733.663
16.5916666666667,1134.1746,565.316,801.6187,732.8313
16.6,1131.7178,568.4531,800.1652,733.7786
16.6083333333333,1128.3286,571.5902,797.8113,735.026
16.6166666666667,1123.541,575.3488,797.546,735.2716
16.625,1120.618,578.1751,796.6055,736.0192
16.6333333333333,1117.5396,579.9137,794.8209,737.1089
16.6416666666667,1114.9274,583.8277,794.976,736.5047
16.65,1112.9367,586.1878,793.9631,737.1799
16.6583333333333,1109.7029,587.6156,792.9503,738.1928
16.6666666666667,1107.2461,589.5096,791.2622,739.3744
16.675,1103.3908,591.559,790.4181,739.7121
16.6833333333333,1099.3801,595.6284,789.7429,740.7249
16.6916666666667,1096.3017,598.9208,788.3924,741.7378
16.7,1093.5341,601.9025,787.5484,742.5818
16.7083333333333,1090.6111,604.1072,786.2703,743.1606
16.7166666666667,1087.6881,604.9135,785.161,743.5706
16.725,1085.6974,608.6721,784.3893,743.4741
16.7333333333333,1082.4636,609.7891,783.9552,744.3905
16.7416666666667,1080.1621,611.0615,783.0191,744.4628
16.75,1078.3268,612.3339,783.0959,744.704
16.7583333333333,1077.2684,614.694,781.7648,745.0886
16.7666666666667,1073.7238,617.3649,779.3639,745.6888
16.775,1070.1792,619.1035,777.5633,746.289
16.7833333333333,1065.2362,622.0852,777.2632,747.7895
16.7916666666667,1062.1578,624.2899,776.7446,747.9837
16.8,1059.2348,627.427,775.6353,749.0734
16.8083333333333,1056.001,630.7194,774.6948,750.6695
16.8166666666667,1053.2284,633.5457,773.4167,751.2483
16.825,1049.8392,636.2166,771.9698,751.3206
16.8333333333333,1047.227,639.3537,770.1897,752.9122
16.8416666666667,1043.0609,642.0246,770.0932,753.1578
16.85,1040.6041,643.7582,770.3608,752.5912
16.8583333333333,1038.7688,645.4968,768.2363,754.3395
16.8666666666667,1037.8658,645.6815,767.3597,754.0917
16.875,1034.632,646.9539,765.9408,754.736
16.8833333333333,1032.3305,649.6198,765.6032,755.2425
16.8916666666667,1027.8536,652.6015,764.6627,755.4837
16.9,1026.1737,653.4078,763.7222,756.9065
16.9083333333333,1023.0953,655.3018,762.1065,757.3209
16.9166666666667,1018.7738,657.1958,760.8328,757.5621
16.925,1017.0939,659.0898,760.5675,758.4785
16.9333333333333,1015.8801,660.0515,759.2894,758.8885
16.9416666666667,1013.5786,662.8728,757.5048,759.8093
16.95,1011.2771,664.1452,756.5643,761.0633
16.9583333333333,1007.8879,665.573,755.455,761.6465
16.9666666666667,1005.2757,668.0885,755.5514,761.9074
16.975,1001.5758,670.1379,754.7797,762.6594
16.9833333333333,998.0312,671.5657,754.7074,763.2578
16.9916666666667,996.0355,673.3043,754.1551,763.0949
17,992.9521,676.286,752.0544,764.2953
17.0083333333333,989.7133,677.7138,751.0857,765.2022
17.0166666666667,987.878,679.4524,750.1496,765.6122
17.025,985.4212,681.0356,747.8586,767.2038
17.0333333333333,982.3428,683.5461,747.3269,767.5017
17.0416666666667,978.9536,685.1293,747.0616,767.7429
17.05,976.4917,687.6448,744.9395,769.1657
17.0583333333333,974.0349,689.6942,742.9906,767.7188
17.0666666666667,971.1069,691.122,741.3793,769.648
17.075,969.2716,692.7052,741.114,770.2268
17.0833333333333,966.3486,693.8222,740.5156,770.468
17.0916666666667,963.581,695.4054,739.4063,771.722
17.1,960.8134,697.9209,738.6346,771.9632
17.1083333333333,958.9781,698.7272,738.0317,772.3776
17.1166666666667,957.1378,700.4658,737.4333,772.7876
17.125,954.2148,702.3598,736.8304,773.704
17.1333333333333,952.3795,703.1661,736.0587,774.6204
17.1416666666667,951.4765,703.9724,734.1098,775.8744
17.15,949.3304,705.5506,733.849,776.12
17.1583333333333,945.6305,707.7553,733.2014,775.7528
17.1666666666667,941.1536,711.3585,732.0921,777.0068
17.175,938.2306,712.3202,730.9872,777.59
17.1833333333333,936.7061,713.748,729.3759,778
17.1916666666667,934.2493,715.9527,728.2666,778.0768
17.2,930.8601,718.3078,727.3261,778.4912
17.2083333333333,928.714,720.0464,726.3856,778.7324
17.2166666666667,926.7233,721.1584,724.2634,780.4928
17.225,925.3542,722.897,722.9853,780.0587
17.2333333333333,923.5189,725.1017,722.3869,781.1484
17.2416666666667,921.3728,725.4418,721.6152,781.2207
17.25,921.0914,727.3358,721.1811,781.9683
17.2583333333333,918.6346,728.919,721.1436,782.9018
17.2666666666667,915.867,730.6576,719.9432,783.8021
17.275,914.0317,731.6193,719.3614,785.3726
17.2833333333333,912.1914,733.5133,718.1466,786.4367
17.2916666666667,909.5792,735.0965,717.4382,787.5008
17.3,907.2777,736.0582,716.35,788.1851
17.3083333333333,905.287,737.486,715.2618,788.4896
17.3166666666667,902.9855,738.603,714.3002,789.0473
17.325,900.9898,740.3416,713.3386,788.8453
17.3333333333333,899.771,741.4586,712.8834,789.9094
17.3416666666667,898.868,742.1095,712.3016,790.3405
17.35,897.6542,742.2942,709.142,790.2538
17.3583333333333,895.9743,742.7897,708.3703,790.495
17.3666666666667,894.2894,744.5283,707.261,791.5802
17.375,892.4541,745.49,706.3205,792.159
17.3833333333333,889.8419,746.9178,705.38,792.7378
17.3916666666667,889.8419,746.9178,704.2707,793.9918
17.4,888.4728,748.9672,703.3302,794.9126
17.4083333333333,886.6375,749.4577,702.3897,795.6646
17.4166666666667,884.9576,750.8855,701.8794,796.6813
17.425,882.3404,752.0025,700.807,798.2676
17.4333333333333,880.9713,753.8915,699.7346,798.9993
17.4416666666667,879.2864,755.3193,699.0998,799.6701
17.45,876.3634,756.281,697.278,800.9345
17.4583333333333,875.1496,757.7088,696.762,801.6053
17.4666666666667,871.4497,756.6504,695.3655,802.2719
17.475,868.5267,758.0782,693.5107,802.9385
17.4833333333333,867.1576,757.7968,692.1143,803.8279
17.4916666666667,864.7008,759.5354,691.0617,804.7237
17.5,864.4194,756.457,690.6904,805.1611
17.5083333333333,863.8272,757.4187,688.8356,805.8277
17.5166666666667,859.1949,756.8265,688.1269,806.9527
17.525,858.1365,755.9235,685.3552,807.9567
17.5333333333333,855.9904,755.7974,685.2195,808.3877
17.5416666666667,854.927,755.6713,684.3962,808.9397
17.55,853.5579,755.5452,682.9998,810.9752
17.5583333333333,851.7226,755.7299,682.2847,811.9792
17.5666666666667,849.5765,755.9146,681.2321,812.6394
17.575,848.5181,757.4978,680.4087,813.6498
17.5833333333333,846.6828,758.3041,679.6577,814.6364
17.5916666666667,845.3137,758.6442,678.6045,816.1519
17.6,843.7892,761.0043,677.0226,816.6755
17.6083333333333,842.1093,761.6502,676.262,817.5867
17.6166666666667,840.7402,762.9226,676.0301,818.12
17.625,839.9926,762.9519,674.3969,818.7534
17.6333333333333,835.6661,765.9286,674.0858,819.2923
17.6416666666667,831.8108,767.3564,673.3025,820.02
17.65,829.354,767.6965,672.6137,821.2199
17.6583333333333,826.431,768.0366,671.4527,822.4199
17.6666666666667,824.5957,768.8379,670.4139,823.5766
17.675,823.0712,769.3334,670.1542,824.2377
17.6833333333333,820.459,769.5181,669.1257,825.1924
17.6916666666667,816.6037,769.7028,668.5222,826.3595
17.7,814.4576,769.266,667.811,827.4272
17.7083333333333,812.7777,769.2953,666.9309,828.4949
17.7166666666667,812.1855,767.9262,666.8476,829.9085
17.725,808.6409,768.2663,666.4987,830.3564
17.7333333333333,805.2517,768.9172,666.2301,831.4241
17.7416666666667,802.9502,768.0142,665.35,832.0491
17.75,800.7991,768.5047,664.647,832.8512
17.7583333333333,799.43,773.0402,663.8555,832.945
17.7666666666667,794.487,773.9968,663.5066,834.0127
17.775,791.0978,773.8657,663.3266,834.6377
17.7833333333333,788.3302,774.2058,662.5612,836.1753
17.7916666666667,785.0964,774.5459,661.5182,838.2937
17.8,783.5719,778.4599,660.2111,839.5316
17.8083333333333,780.4935,779.4216,659.4238,840.6018
17.8166666666667,776.9489,781.9371,658.9972,841.4959
17.825,774.1763,785.8511,657.8577,842.5661
17.8333333333333,771.7195,785.1035,657.3346,843.5483
17.8416666666667,771.2827,785.1328,656.9876,844.7066
17.85,768.5151,785.7837,656.7286,845.3281
17.8583333333333,766.8352,785.813,656.6457,846.3899
17.8666666666667,765.3107,788.3285,655.7704,846.2274
17.875,757.7261,787.4255,655.8636,846.6728
17.8833333333333,756.0462,788.3872,655.1644,847.2944
17.8916666666667,754.9828,788.5719,654.8174,848.7964
17.9,752.5209,789.2228,653.766,850.2984
17.9083333333333,749.4425,789.4075,653.2429,851.5363
17.9166666666667,745.4318,793.1661,652.8078,853.0468
17.925,741.5765,794.5939,651.9325,853.9325
17.9333333333333,738.9643,797.1094,651.9377,854.3779
17.9416666666667,736.9686,796.828,651.2385,854.9114
17.95,735.1283,797.945,650.4512,856.2373
17.9583333333333,732.5161,799.3678,650.0246,857.123
17.9666666666667,730.0593,800.1741,649.7656,858.2729
17.975,727.4471,802.2235,649.0664,859.3348
17.9833333333333,725.7672,802.5636,649.0716,860.3085
17.9916666666667,725.6411,802.7483,648.8126,861.1942
18,724.8935,802.933,647.8492,862.344
18.0083333333333,720.2612,807.1578,647.3261,863.1417
18.0166666666667,717.0274,808.4302,647.3313,863.6752
18.025,715.1871,809.5472,646.6322,864.4728
18.0333333333333,713.5072,811.9073,645.8609,865.786
18.0416666666667,711.2057,813.6459,645.1998,866.2255
18.05,708.2827,814.7629,645.4192,867.6556
18.0583333333333,705.2043,816.0353,644.9715,868.2052
18.0666666666667,703.0582,816.6812,644.7506,869.5252
18.075,701.6891,817.9536,643.5392,870.2882
18.0833333333333,700.7861,819.6872,641.9909,868.5265
18.0916666666667,698.4846,819.4058,640.1191,867.6386
18.1,699.1355,821.6105,638.6875,867.4177
18.1083333333333,697.1448,822.5722,636.0453,869.7216
18.1166666666667,695.3095,822.7569,636.7049,872.1422
18.125,694.0957,824.1847,635.9337,874.5628
18.1333333333333,692.105,824.3694,636.5933,877.9673
18.1416666666667,691.9789,826.5741,636.5859,879.6175
18.15,690.4494,827.6911,635.808,882.9186
18.1583333333333,689.2356,829.2743,634.7066,886.1096
18.1666666666667,687.8665,831.7898,634.3757,889.3006
18.175,686.4974,832.5961,634.5951,892.0514
18.1833333333333,685.9052,833.8685,634.0374,894.2519
18.1916666666667,684.8468,835.7625,634.0366,896.5624
18.2,683.9438,837.8119,633.5956,898.426
18.2083333333333,683.6574,840.949,634.4687,902.2707
18.2166666666667,682.7544,840.5072,634.6814,904.4712
18.225,681.696,844.2658,634.5706,906.5549
18.2333333333333,680.6376,844.7613,635.2235,909.6292
18.2416666666667,679.5792,847.1214,635.7731,911.4995
18.25,678.2101,847.9277,636.4327,914.6839
18.2583333333333,676.5302,849.3555,636.7554,915.7838
18.2666666666667,674.3841,850.3172,636.4245,916.8837
18.275,672.7042,853.4543,637.6277,918.8641
18.2833333333333,670.8689,854.2606,637.1867,921.0646
18.2916666666667,669.0336,856.4653,638.9469,922.4947
18.3,667.5041,858.5147,639.6065,923.808
18.3083333333333,666.135,860.5641,640.1561,925.128
18.3166666666667,664.4551,861.9919,641.256,927.6587
18.325,662.9306,863.1039,641.3653,928.7586
18.3333333333333,663.2707,864.9979,642.245,930.2987
18.3416666666667,660.9692,866.8869,642.2442,931.5086
18.35,660.5274,869.0916,641.5831,932.7118
18.3583333333333,659.3136,870.9856,638.604,934.2519
18.3666666666667,658.0998,870.8545,636.6221,934.5813
18.375,658.4399,879.5855,635.5207,931.9324
18.3833333333333,656.9154,882.7226,634.8529,930.0606
18.3916666666667,655.857,885.8597,633.0912,926.4278
18.4,655.1094,888.3752,632.0999,925.8701
18.4083333333333,653.5849,889.9584,629.5677,924.7687
18.4166666666667,653.6142,891.3812,628.3496,925.3183
18.425,653.1774,893.8967,625.4872,926.5282
18.4333333333333,653.5175,896.723,622.7282,926.3006
18.4416666666667,653.8576,900.0154,620.4161,925.4194
18.45,653.4208,902.8367,617.6571,923.3208
18.4583333333333,652.207,904.7307,615.6752,921.5591
18.4666666666667,649.1286,907.7124,614.2436,920.8913
18.475,649.1579,910.0725,612.4819,920.3402
18.4833333333333,645.7687,910.1018,610.9336,920.0093
18.4916666666667,642.6903,911.2188,609.0618,919.3482
18.5,639.9227,912.3358,604.7686,917.4764
18.5083333333333,633.4258,913.6082,602.1264,915.3778
18.5166666666667,627.5505,913.9483,601.2452,915.4871
18.525,624.1613,918.6342,600.364,914.7092
18.5333333333333,618.1306,917.2651,598.9324,913.7179
18.5416666666667,614.7414,917.4498,597.1707,912.7266
18.55,610.2645,918.2561,595.6291,912.7258
18.5583333333333,608.1184,918.907,594.968,912.3949
18.5666666666667,605.9723,918.4702,591.8855,911.2935
18.575,603.0443,917.2564,588.9131,912.0632
18.5833333333333,601.9809,916.0426,584.6199,913.9335
18.5916666666667,599.6744,915.9115,583.6286,913.9327
18.6,596.2852,911.7454,584.5083,912.281
18.6083333333333,594.1391,907.1131,584.1044,909.2713
18.6166666666667,592.9253,903.8793,584.699,904.0572
18.625,592.0223,904.5302,585.4977,902.2465
18.6333333333333,591.2697,902.3841,585.6951,896.0302
18.6416666666667,592.8529,903.035,587.0284,890.679
18.65,597.0777,899.0193,587.8393,886.299
18.6583333333333,591.9793,903.5498,590.5493,882.9319
18.6666666666667,592.3144,904.5115,591.6134,882.0969
18.675,588.9252,902.8316,593.1839,882.4014
18.6833333333333,588.7991,901.6178,594.5012,883.9719
18.6916666666667,585.5653,900.7148,595.3121,886.6819
18.7,586.9931,897.1702,596.5028,890.9112
18.7083333333333,580.4912,900.3073,595.921,897.4194
18.7166666666667,578.9667,900.8028,596.9851,897.4706
18.725,581.011,898.5013,596.9039,898.7879
18.7333333333333,578.3938,898.0645,597.4616,899.219
18.7416666666667,580.5985,896.54,595.2339,899.7767
18.75,584.3571,894.7047,594.7787,901.2206
18.7583333333333,583.6095,894.734,595.2579,896.5029
18.7666666666667,584.105,892.5879,595.8156,894.9083
18.775,582.5805,892.3065,597.1329,889.7687
18.7833333333333,582.9206,892.3358,596.5511,885.7685
18.7916666666667,582.7945,892.0544,595.4629,881.6417
18.8,583.1346,888.8156,594.7545,878.5278
