start stimulus,start tracking,start escape,,
13,647,648,,
,,,,
time,xMouth,yMouth,xCOM,yCOM
1.562,23.1490913510572,-9.36878746231395,20.4455346883766,-5.67368653394001
1.564,23.1490913510572,-9.36878746231395,20.5265873531472,-5.75473919871058
1.566,23.1490913510572,-9.36878746231395,20.5265873531472,-5.75473919871058
1.568,23.1490913510572,-9.36878746231395,20.5265873531472,-5.75473919871058
1.57,23.1490913510572,-9.36878746231395,20.5265873531472,-5.75473919871058
1.572,23.1490913510572,-9.36878746231395,20.5265873531472,-5.75473919871058
1.574,23.285530003421,-9.50522611467775,20.5265873531472,-5.87631819586643
1.576,23.285530003421,-9.50522611467775,20.4860610207619,-5.87631819586643
1.578,23.285530003421,-9.50522611467775,20.4860610207619,-5.87631819586643
1.58,23.285530003421,-9.50522611467775,20.4860610207619,-5.87631819586643
1.582,23.285530003421,-9.50522611467775,20.4860610207619,-5.87631819586643
1.584,23.285530003421,-9.50522611467775,20.4455346883766,-5.91684452825172
1.586,23.285530003421,-9.50522611467775,20.4455346883766,-5.91684452825172
1.588,23.3764891049969,-9.68714431782947,20.4455346883766,-5.91684452825172
1.59,23.3764891049969,-9.68714431782947,20.4455346883766,-5.91684452825172
1.592,23.3764891049969,-9.68714431782947,20.4455346883766,-5.91684452825172
1.594,23.3764891049969,-9.68714431782947,20.4860610207619,-5.95737086063701
1.596,23.3764891049969,-9.68714431782947,20.4860610207619,-5.95737086063701
1.598,23.3764891049969,-9.68714431782947,20.4860610207619,-5.95737086063701
1.6,23.3764891049969,-9.68714431782947,20.4860610207619,-5.99789719302229
1.602,23.3764891049969,-9.68714431782947,20.4860610207619,-5.99789719302229
1.604,23.3764891049969,-9.8690625209812,20.4860610207619,-5.99789719302229
1.606,23.3764891049969,-9.8690625209812,20.4860610207619,-6.07894985779286
1.608,23.3764891049969,-9.8690625209812,20.4860610207619,-6.07894985779286
1.61,23.3764891049969,-9.8690625209812,20.4860610207619,-6.07894985779286
1.612,23.3764891049969,-9.8690625209812,20.4860610207619,-6.07894985779286
1.614,23.6948459605124,-9.8690625209812,20.4860610207619,-6.07894985779286
1.616,23.9222437144521,-10.005501173345,20.4860610207619,-6.07894985779286
1.618,23.9222437144521,-10.005501173345,20.4860610207619,-6.16000252256343
1.62,23.9222437144521,-10.005501173345,20.4860610207619,-6.20052885494872
1.622,23.9222437144521,-10.005501173345,20.4860610207619,-6.32210785210458
1.624,23.9222437144521,-10.005501173345,20.4860610207619,-6.32210785210458
1.626,23.9222437144521,-10.005501173345,20.4860610207619,-6.32210785210458
1.628,23.9222437144521,-10.005501173345,20.4860610207619,-6.32210785210458
1.63,23.9222437144521,-10.005501173345,20.4860610207619,-6.32210785210458
1.632,23.9222437144521,-10.005501173345,20.4860610207619,-6.32210785210458
1.634,23.9222437144521,-10.005501173345,20.5265873531472,-6.32210785210458
1.636,23.9222437144521,-10.005501173345,20.5265873531472,-6.32210785210458
1.638,23.9222437144521,-10.005501173345,20.5265873531472,-6.32210785210458
1.64,23.9222437144521,-10.005501173345,20.5671136855325,-6.36263418448986
1.642,23.9222437144521,-10.005501173345,20.5671136855325,-6.40316051687515
1.644,23.9222437144521,-10.005501173345,20.5671136855325,-6.40316051687515
1.646,23.9222437144521,-10.005501173345,20.5671136855325,-6.40316051687515
1.648,23.9222437144521,-10.005501173345,20.5671136855325,-6.40316051687515
1.65,23.9222437144521,-10.005501173345,20.5671136855325,-6.40316051687515
1.652,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.654,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.656,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
1.658,23.9222437144521,-10.005501173345,20.5671136855325,-6.44368684926044
